"Уникальный код улицы";"Наименование улицы для поиска, сортировки";"Действующее на данный момент наименование улицы для документов";"Действующее наименование для документов, приведенное к написанию наименования по ОМК УМ, но с сокращениями географических терминов";"Короткое наименование улицы МосгорБТИ";"Наименование  улицы по ОМК УМ";"Код состояния наименования";"Признак действующего наименования (1 — да, 0 — нет)";"Территориальная принадлежность улицы (коды районов)";"Примечание";"Код документа, на основании которого произведен ввод наименования";"Номер документа, на основании которого произведен ввод наименования";"Дата документа, на основании которого произведен ввод наименования";"Стандартизованная дата документа, на основании которого произведен ввод наименования";"Код «родителей» (ретроспектива)";"Код «потомков» (перспектива)";"Код улицы как физического объекта";"Дата ввода в Базу данных";"Основное наименование (без типа топонима)";"Код типа топонима";"Признак принадлежности к ОМК УМ";"Признак удаления";"Состояние наименования  улицы";"Документ, на основании которого произведен ввод наименования";"Наименование типа топонима";"Состояние подписи";
"2027";"Иваньковский пр.";"Иваньковский пр.";"Иваньковский пр.";"Иваньковский пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"62027";"";"Иваньковский";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"2043";"Иваньковский мост";"";"Иваньковский мост";"Иваньковский мост";"Иваньковский мост";"1";"1";"805";"";"9";"";"";"";"";"";"93018";"26.03.2009 00:00:00";"Иваньковский";"11";"1";"0";"действующее наи";"нет данных";"мост";"Запись не подписана";
"2141";"Калитниковская М. ул.";"Калитниковская М. ул.";"Малая Калитниковская ул.";"Калитниковская М. ул.";"Малая Калитниковская улица";"1";"1";"415,111";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"9260";"31.01.1995 00:00:00";"Малая Калитниковская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2165";"Капотнинский 1-й пр.";"Капотнинский 1-й пр.";"1-й Капотнинский пр.";"Капотнинский 1-й пр.";"1-й Капотнинский проезд";"1";"1";"403";"";"3";"";"01.12.1967";"01.12.1967 00:00:00";"";"";"9450";"31.01.1995 00:00:00";"1-й Капотнинский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"2212";"Квесисская 2-я ул.";"Квесисская 2-я ул.";"2-я Квесисская ул.";"Квесисская 2-я ул.";"2-я Квесисская улица";"1";"1";"923";"";"3";"";"12.08.1924";"12.08.1924 00:00:00";"";"";"9880";"01.11.1980 00:00:00";"2-я Квесисская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2245";"Клинская ул.";"Клинская ул.";"Клинская ул.";"Клинская ул.";"Клинская улица";"1";"1";"929";"";"3";"";"10.02.1978";"10.02.1978 00:00:00";"";"";"10235";"01.11.1980 00:00:00";"Клинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2269";"Кожуховский 1-й пер.";"Кожуховский 1-й пер.";"1-й Кожуховский пер.";"Кожуховский 1-й пер.";"1-й Кожуховский переулок";"1";"0";"315";"";"9";"";"";"";"";"";"62712";"";"1-й Кожуховский";"2";"0";"1";"действующее наи";"нет данных";"пер.";"Запись не подписана";
"2283";"Колесовой Елены ул.";"ул. Елены Колесовой";"ул. Елены Колесовой";"Колесовой Елены ул.";"улица Елены Колесовой";"1";"1";"721";"";"3";"";"03.12.1966";"03.12.1966 00:00:00";"";"";"10570";"01.11.1980 00:00:00";"Елены Колесовой";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"2416";"Красноказарменный пр.";"Красноказарменный пр.";"Красноказарменный пр.";"Красноказарменный пр.";"Красноказарменный проезд";"1";"1";"407";"";"3";"";"20.09.1955";"20.09.1955 00:00:00";"";"";"11830";"01.11.1980 00:00:00";"Красноказарменный";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"2418";"Краснокурсантский 1-й пр.";"Краснокурсантский 1-й пр.";"1-й Краснокурсантский пр.";"Краснокурсантский 1-й пр.";"1-й Краснокурсантский проезд";"1";"1";"407";"";"3";"";"12.08.1924";"12.08.1924 00:00:00";"";"";"11850";"01.11.1980 00:00:00";"1-й Краснокурсантский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"2464";"Криворожский пр.";"Криворожский пр.";"Криворожский пр.";"Криворожский пр.";"Криворожский проезд";"1";"1";"521";"";"3";"";"1990 г.";"01.01.1990 00:00:00";"";"";"12270";"31.01.1995 00:00:00";"Криворожский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"2482";"Крымская пл.";"Крымская пл.";"Крымская пл.";"Крымская пл.";"Крымская площадь";"1";"1";"115";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"12490";"01.11.1980 00:00:00";"Крымская";"4";"1";"0";"действующее наи";"архивные данные";"пл.";"Запись не подписана";
"2531";"Кутузова пер.";"";"пер. Кутузова";"Кутузова пер.";"переулок Кутузова";"1";"1";"1005";"";"3";"";"11.03.1987";"11.03.1987 00:00:00";"2803";"";"12937";"31.01.1995 00:00:00";"Кутузова";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"2534";"Кутузовский пр.";"Кутузовский пр.";"Кутузовский пр.";"Кутузовский пр.";"Кутузовский проезд";"1";"1";"703";"";"3";"";"1938 г.";"01.01.1938 00:00:00";"";"";"12960";"01.11.1980 00:00:00";"Кутузовский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"2674";"Калинина ул. (Перовский р-н)";"Калинина ул. Перовский р-";"Калинина ул. Перовский р-";"Калинина ул.(Перов.р-н)";"";"9";"0";"";"";"9";"";"";"";"";"";"62674";"";"Калинина";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"2680";"Капотнинский 2-й пр.";"Капотнинский 2-й пр.";"Капотнинский 2-й пр.";"Капотнинский 2-й пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"62680";"";"Капотнинский 2-й";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"2692";"Кетчерский 1-й пр.";"Кетчерский 1-й пр.";"Кетчерский 1-й пр.";"Кетчерский 1-й пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"62692";"";"Кетчерский 1-й";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"2705";"Клеверный пр.";"Клеверный пр.";"Клеверный пр.";"Клеверный пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"62705";"";"Клеверный";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"2736";"Коровино н.п.";"Коровино н.п.";"н.п. Коровино";"Коровино н.п.";"";"9";"0";"";"";"9";"";"";"";"";"";"62736";"";"Коровино";"27";"0";"1";"упраздненное на";"нет данных";"н.п.";"Запись не подписана";
"2740";"Котельническая ул.";"Котельническая ул.";"Котельническая ул.";"Котельническая ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"62740";"";"Котельническая";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"2770";"Крестовский 3-й пер.";"Крестовский 3-й пер.";"Крестовский 3-й пер.";"Крестовский 3-й пер.";"";"9";"0";"";"";"9";"";"";"";"";"";"62770";"";"Крестовский 3-й";"2";"0";"1";"упраздненное на";"нет данных";"пер.";"Запись не подписана";
"2774";"Кружальный пер.";"Кружальный пер.";"Кружальный пер.";"Кружальный пер.";"";"9";"0";"";"";"9";"";"";"";"";"";"62774";"";"Кружальный";"2";"0";"1";"упраздненное на";"нет данных";"пер.";"Запись не подписана";
"2783";"Крылатский 3-й пер.";"Крылатский 3-й пер.";"Крылатский 3-й пер.";"Крылатский 3-й пер.";"";"9";"0";"";"";"9";"";"";"";"";"";"62783";"";"Крылатский 3-й";"2";"0";"1";"упраздненное на";"нет данных";"пер.";"Запись не подписана";
"2833";"Краснопресненская наб.";"";"Краснопресненская наб.";"Краснопресненская наб.";"Краснопресненская набережная";"3";"1";"109";"";"1";"№ 313-ПП";"24.04.2007";"24.04.2007 00:00:00";"2423";"";"11870";"08.05.2007 00:00:00";"Краснопресненская";"5";"1";"0";"часть после раз";"Пост-ие Прав-ва";"наб.";"Запись не подписана";
"3038";"Ланинский пер.";"Ланинский пер.";"Ланинский пер.";"Ланинский пер.";"Ланинский переулок";"1";"1";"301";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"13180";"24.03.1981 00:00:00";"Ланинский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"3054";"Ленина ул. (г.Зеленоград)";"Ленина ул. (г.Зеленоград)";"Зеленоград, ул. Ленина";"Ленина ул.(Зеленоград)";"улица Ленина";"1";"1";"1005";"";"9";"";"";"";"";"";"13314";"14.06.1987 00:00:00";"Ленина";"1";"1";"0";"действующее наи";"нет данных";"ул.";"Запись не подписана";
"3133";"Локомотивный пр.";"Локомотивный пр.";"Локомотивный пр.";"Локомотивный пр.";"Локомотивный проезд";"1";"1";"927";"";"3";"";"23.01.1964";"23.01.1964 00:00:00";"";"";"13990";"01.11.1980 00:00:00";"Локомотивный";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"3143";"Лубочный пер.";"Лубочный пер.";"Лубочный пер.";"Лубочный пер.";"Лубочный переулок";"1";"1";"117";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"14080";"01.11.1980 00:00:00";"Лубочный";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"3186";"Розы Люксембург ул.";"Розы Люксембург ул.";"ул. Розы Люксембург";"Розы Люксембург ул.";"улица Розы Люксембург";"1";"1";"315";"";"3";"";"11.12.1985";"11.12.1985 00:00:00";"";"";"14335";"02.01.1985 00:00:00";"Розы Люксембург";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"3196";"Ляпидевского ул.";"Ляпидевского ул.";"ул. Ляпидевского";"Ляпидевского ул.";"улица Ляпидевского";"1";"1";"929";"";"3";"";"1983 г.";"01.01.1983 00:00:00";"";"";"14410";"01.11.1980 00:00:00";"Ляпидевского";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"3246";"Липовый пер.";"Липовый пер.";"Липовый пер.";"Липовый пер.";"";"9";"0";"";"";"9";"";"";"";"";"";"63246";"";"Липовый";"2";"0";"1";"упраздненное на";"нет данных";"пер.";"Запись не подписана";
"3250";"Лихоборский 3-й пр.";"Лихоборский 3-й пр.";"Лихоборский 3-й пр.";"Лихоборский 3-й пр.";"";"9";"0";"";"";"9";"";"";"";"";"";"63250";"";"Лихоборский 3-й";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"3257";"Лукьяновский пер.";"Лукьяновский пер.";"Лукьяновский пер.";"Лукьяновский пер.";"Лукьяновский переулок";"5";"1";"";"";"9";"";"";"";"";"";"63257";"";"Лукьяновский";"2";"0";"0";"существующее, н";"нет данных";"пер.";"Запись не подписана";
"3281";"Лужники мост";"";"мост Лужники";"Лужники мост";"мост Лужники";"1";"1";"115,725,603";"";"9";"";"";"";"";"";"93031";"26.03.2009 00:00:00";"Лужники";"11";"1";"0";"действующее наи";"нет данных";"мост";"Запись не подписана";
"3312";"Магаданская ул.";"Магаданская ул.";"Магаданская ул.";"Магаданская ул.";"Магаданская улица";"1";"1";"213";"";"3";"";"29.08.1964";"29.08.1964 00:00:00";"";"";"14430";"01.11.1980 00:00:00";"Магаданская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
